0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.4154,0.4154,0.4154,0.4154,0.4366,0.4366,0.4366,0.4366,0.4366,0.4366,0.4366,0.4578,0.4354,0.4354,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814
0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.4154,0.4154,0.4154,0.4154,0.4366,0.4366,0.4366,0.4366,0.4366,0.4366,0.4366,0.4578,0.4354,0.4354,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814
0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.4154,0.4154,0.4154,0.4154,0.4366,0.4366,0.4366,0.4366,0.4366,0.4366,0.4366,0.4578,0.4354,0.4354,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.405,0.405,0.405,0.405,0.405,0.3286,0.3286,0.3286,0.3286,0.3286
0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.4154,0.4154,0.4154,0.4154,0.4366,0.4366,0.4366,0.4366,0.4366,0.4366,0.4366,0.4578,0.359,0.359,0.405,0.405,0.3286,0.3286,0.3286,0.3286,0.3286,0.2286,0.2286,0.2286,0.2286,0.2286,0.2286,0.2286,0.2286,0.305
0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.4154,0.4154,0.4154,0.4154,0.4366,0.3601,0.3601,0.3601,0.3601,0.3601,0.2837,0.305,0.2826,0.2826,0.3286,0.2286,0.2286,0.2286,0.2286,0.2286,0.2286,0.2286,0.2286,0.305,0.305,0.305,0.305,0.305,0.305,0.255
0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.3564,0.4154,0.339,0.339,0.339,0.3601,0.2837,0.2837,0.2837,0.2837,0.2837,0.1837,0.205,0.1826,0.1826,0.2286,0.2286,0.2286,0.2286,0.305,0.305,0.305,0.305,0.305,0.305,0.255,0.255,0.255,0.255,0.255,0.255
0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3564,0.3564,0.3564,0.3564,0.3564,0.28,0.28,0.28,0.339,0.339,0.2626,0.2626,0.2837,0.2837,0.1837,0.1837,0.1837,0.1837,0.1837,0.205,0.1826,0.1826,0.305,0.305,0.305,0.305,0.305,0.305,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255
0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3564,0.28,0.28,0.28,0.28,0.28,0.2036,0.2036,0.2626,0.2626,0.2626,0.1626,0.1837,0.1837,0.1837,0.1837,0.1837,0.1837,0.1837,0.2814,0.259,0.259,0.305,0.305,0.305,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255
0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.25,0.25,0.28,0.28,0.28,0.2036,0.2036,0.2036,0.2036,0.2036,0.1626,0.1626,0.1626,0.1626,0.1837,0.1837,0.1837,0.1837,0.2601,0.2601,0.2601,0.2814,0.259,0.259,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255
0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.0764,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.153,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.1764,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.2264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.3264,0.25,0.25,0.25,0.25,0.28,0.2036,0.2036,0.2036,0.2036,0.2036,0.1036,0.1036,0.1626,0.1626,0.1626,0.1626,0.1837,0.2601,0.2601,0.2601,0.2601,0.2601,0.2601,0.2314,0.209,0.209,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255,0.255
